,Job Id,Experience,Qualifications,Salary Range,location,Country,latitude,longitude,Work Type,Company Size,Job Posting Date,Preference,Contact Person,Contact,Job Title,Role,Job Portal,Job Description,Benefits,skills,Responsibilities,Company,Sector,Industry,City,State,Zip,Website,Ticker,CEO
1047376,796711934545184,0 to 12 Years,M.Tech,$55K-$80K,Yaren District (de facto),Nauru,-0.5228,166.9315,Intern,43177,2021-11-25,Male,Benjamin Mays,(346)594-8036x9179,Social Media Coordinator,Content Creator,USAJOBS,"Create engaging and relevant content, such as articles, videos, or social media posts, to promote brands or products.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}","Content creation (e.g., writing, editing, graphic design, video production) Content marketing Social media management SEO optimization Creative storytelling Audience engagement Analytics and reporting Adaptability Communication skills Creativity","Create compelling and shareable content for social media platforms, including text, images, and videos. Collaborate with designers and photographers for visuals. Engage with the audience and respond to comments.",Packaging Corp. of America,Manufacturing,"Packaging, Containers",Lake Forest,Illinois,60045,www.packagingcorp.com,PKG,Mark W. Kowlzan
1313532,492345431937226,0 to 9 Years,MBA,$60K-$86K,"Malabo (de jure),",Equatorial Guinea,1.6508,10.2679,Contract,102836,2022-03-31,Female,Mike Garza,780.759.8641,Front-End Developer,Web Designer,Internships.com,"A Web Designer specializes in designing visually appealing and responsive websites. They create layouts, graphics, and user interfaces to enhance the online presence of businesses.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}","Web design concepts Graphic design software (e.g., Adobe Creative Suite) HTML and CSS Responsive design User interface (UI) principles Visual communication Typography Color theory Creativity Attention to detail Collaboration","Focus on the visual design of websites, including layout, typography, and color schemes. Create custom graphics and illustrations. Ensure responsive and mobile-friendly designs.",Aurizon Holdings,Transportation/Railways,Transportation/Logistics,Brisbane,QLD,4000,https://www.aurizon.com.au/,AZJ,Andrew Harding
1338986,3040148376701848,0 to 8 Years,BA,$56K-$120K,Abuja,Nigeria,9.082,8.6753,Contract,69225,2023-05-11,Both,Kimberly Gibson,001-639-245-5520x84797,Occupational Therapist,Mental Health Occupational Therapist,USAJOBS,A Mental Health Occupational Therapist assists individuals with mental health conditions in improving their daily functioning and coping skills through therapy and interventions.,"{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Mental health assessment and evaluation Psychotherapy techniques Cognitive-behavioral therapy (CBT) Trauma-informed care Crisis intervention Substance abuse treatment Group therapy Cultural competence Ethical standards and boundaries Active listening skills,"Work with individuals facing mental health issues, helping them develop coping skills and daily routines. Conduct therapeutic activities and interventions. Collaborate with mental health professionals.",Bank of America,Financial Services,Commercial Banks,Charlotte,North Carolina,28255,www.bankofamerica.com,BAC,
1350227,1015891134000258,5 to 13 Years,MCA,$55K-$88K,Mexico City,Mexico,23.6345,-102.5528,Part-Time,61538,2021-10-03,Both,Scott Henderson,(901)865-6876x843,Procurement Specialist,Procurement Manager,Idealist,"Procurement Managers oversee procurement processes, managing vendor relationships, negotiating contracts, and ensuring cost-effective purchasing of goods and services.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Procurement strategies Supplier management Negotiation Cost analysis Supply chain management,"Manage procurement processes, vendor relationships, and supplier negotiations. Develop procurement strategies and cost-saving initiatives. Ensure timely delivery of goods and services.",Marathon Oil,Energy,"Mining, Crude-Oil Production",Houston,Texas,77024,www.marathonoil.com,MRO,Lee M. Tillman
1339295,2183060805627447,5 to 11 Years,BCA,$61K-$107K,Tirana,Albania,41.1533,20.1683,Full-Time,86768,2022-09-10,Male,Brenda Mclean,(408)774-1565x1637,Network Security Specialist,Cybersecurity Analyst,Dice,"Cybersecurity Analysts protect computer systems and networks from cyber threats. They monitor security systems, investigate breaches, and implement security measures to safeguard data.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}","Cybersecurity Security assessments Intrusion detection Security tools (e.g., SIEM) Incident response Vulnerability scanning","Focus on cybersecurity, implementing measures to protect against cyber threats. Monitor network traffic for anomalies and security breaches. Conduct security audits and recommend improvements.",China Pacific Insurance,Insurance,Insurance,Shanghai,,,https://www.cpic.com.cn/,601601,Kong Qingping
1488712,1532669388098866,4 to 12 Years,B.Tech,$60K-$91K,Kigali,Rwanda,-1.9403,29.8739,Part-Time,72529,2023-03-29,Female,Emily Navarro,2459572647,QA Analyst,Automation Test Engineer,FlexJobs,Automation Test Engineers develop automated test scripts and frameworks to streamline and enhance the testing process. They focus on automating repetitive tests to improve efficiency and maintain test consistency.,"{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Test automation Test framework development Continuous integration Scripting languages (e.g., Python) Test reporting Code review",Develop and maintain automated test scripts using testing tools like Selenium or Appium. Execute automated tests and analyze results. Continuously improve test automation frameworks.,Indian Oil Corporation,Oil & Gas,Oil and Gas,New Delhi,Delhi,110001,https://www.iocl.com/,IOC,Shrikant Madhav Vaidya
963560,2106162620663880,2 to 9 Years,MCA,$58K-$125K,Beirut,Lebanon,33.8547,35.8623,Intern,134652,2022-07-09,Both,Paul Griffin,+1-662-947-6895x9204,Wedding Planner,Wedding Designer,Indeed,"A Wedding Designer specializes in creating visually appealing wedding designs and décor, transforming wedding venues into beautiful and memorable spaces.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Wedding design concepts Decor selection and arrangement Creative flair,"Focus on the visual and aesthetic aspects of weddings, including decor, floral arrangements, and styling. Create design concepts and layouts. Oversee setup and decoration on the wedding day.",Australia and New Zealand Banking Group (ANZ),Banking,Banking/Financial Services,Melbourne,VIC,3000,https://www.anz.com/,ANZ,Shayne Elliott
1187586,2015555912688209,1 to 8 Years,BBA,$57K-$86K,San Marino,San Marino,43.9424,12.4578,Intern,106389,2023-04-24,Female,Jay Barnett,5192328983,Registered Nurse,Clinical Nurse Specialist,Snagajob,"A Clinical Nurse Specialist is an advanced practice nurse who specializes in specific patient populations or clinical areas, providing expert care and contributing to improved patient outcomes.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}","Clinical nursing specialization (e.g., critical care, oncology) Advanced nursing skills Patient education","Specialize in a specific area of patient care, such as pediatrics or oncology. Provide expert clinical guidance and education to healthcare staff. Contribute to evidence-based practice and quality improvement.",Spirax-Sarco Engineering,Engineering,Engineering/Industrial Equipment,Cheltenham,,,www.spiraxsarcoengineering.com,SPX.L,Nicholas Anderson
324874,2994217512723405,5 to 15 Years,M.Com,$56K-$123K,Managua,Nicaragua,12.8654,-85.2072,Intern,121979,2022-10-27,Female,Christopher Long,+1-658-858-1352,Account Manager,Client Relationship Manager,USAJOBS,"Build and maintain strong client relationships, understand their needs, and ensure client satisfaction.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Client relationship management Customer service Communication skills,Build and nurture strong client relationships. Understand client needs and objectives. Serve as the main point of contact for client communication.,Victrex,Chemicals,Chemicals,Thornton-Cleveleys,England,FY5 4QD,https://www.victrex.com/,VCT,Jakob Sigurdsson
1427046,1967938286584801,4 to 10 Years,MBA,$59K-$125K,San Jose,Costa Rica,9.7489,-83.7534,Full-Time,60231,2022-09-28,Male,Kevin Anderson,389.222.8709,Content Writer,Content Strategist,Internships.com,"Content Strategists develop and execute content strategies that align with business objectives. They plan content creation, distribution, and promotion to engage audiences and drive brand growth.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Content strategy Content planning SEO optimization Content marketing Analytics,"Develop content strategies, plan editorial calendars, and ensure content aligns with marketing and branding objectives. Monitor content performance and adjust strategies. Identify content trends and opportunities.",Best Buy,Retail,Specialty Retailers: Other,Richfield,Minnesota,55423,www.investors.bestbuy.com,BBY,Corie S. Barry
323536,877889509980093,0 to 9 Years,M.Tech,$57K-$113K,Niamey,Niger,17.6078,8.0817,Part-Time,126585,2023-06-11,Male,Michael Moreno,908.446.1233x864,Front-End Engineer,JavaScript Developer,USAJOBS,"JavaScript Developers write code to create interactive and dynamic web applications. They use JavaScript libraries and frameworks to build client-side functionality, ensuring smooth user interactions and responsive web design.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","JavaScript programming Frontend development Frontend frameworks (e.g., React, Angular) DOM manipulation AJAX Debugging and troubleshooting","Develop interactive web applications using JavaScript frameworks and libraries, such as React or Angular. Debug and resolve frontend issues. Ensure cross-browser compatibility.",Volkswagen Group,Automotive,Automotive,Wolfsburg,,,www.volkswagenag.com,VOW3,Herbert Diess
345541,2400114266760808,2 to 13 Years,B.Com,$61K-$125K,Thimphu,Bhutan,27.5142,90.4336,Intern,60948,2023-05-19,Male,Melanie Sanders,(444)779-9326x4338,Sales Consultant,Sales Trainer,CareerBuilder,"Sales Trainers develop and deliver training programs to sales teams. They teach sales techniques, product knowledge, and communication skills to improve the performance and effectiveness of sales representatives.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Sales training Sales coaching Training program development Sales techniques Product knowledge Presentation skills,Train and onboard new sales team members. Develop training materials and sales scripts. Conduct sales coaching and performance evaluations.,3M,Conglomerate,Chemicals,St. Paul,Minnesota,55144,www.3m.com,MMM,Michael F. Roman
903493,572659162256988,0 to 13 Years,BA,$57K-$130K,Juba,South Sudan,6.877,31.307,Full-Time,80955,2023-09-04,Both,Daniel Marks,001-947-740-7400x8205,Business Development Manager,Strategic Partnerships Manager,The Muse,"A Strategic Partnerships Manager identifies and develops strategic partnerships and alliances that benefit the organization, fostering collaborations and driving mutual success.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Partnership development Negotiation and collaboration Business development,Identify and establish strategic partnerships and alliances. Negotiate partnership agreements and terms. Collaborate with partners to achieve mutual business goals.,William Hill plc,Gambling,Gambling,London,,,,,
673557,103503773426916,0 to 15 Years,MBA,$64K-$90K,Prague,Czech Republic,49.8175,15.473,Contract,115769,2023-08-03,Male,Michelle Clayton,5687858816,Systems Administrator,Database Administrator,Glassdoor,"Database Administrators manage databases, ensuring data integrity, security, and efficient performance. They design, implement, and maintain databases while troubleshooting issues.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","Database management systems (e.g., MySQL, Oracle, SQL Server) Data security Database tuning and optimization Backup and recovery","Administer and optimize databases, ensuring data availability and performance. Backup and restore databases. Implement database security and access controls.",PG&E,Utilities,Utilities: Gas and Electric,Oakland,California,94612,www.pgecorp.com,PCG,
1562294,504364486441975,1 to 10 Years,B.Com,$59K-$96K,Nairobi,Kenya,-1.2864,36.8172,Part-Time,22066,2022-05-04,Both,Jody Johnson,001-431-969-2387x459,Network Administrator,Network Security Analyst,CareerBuilder,"Protect an organizations computer networks and systems from security threats, monitor network traffic, and respond to incidents.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Network security protocols Intrusion detection and prevention Security incident response Firewall administration Vulnerability assessment Security policies and procedures Log analysis Ethical hacking Problem-solving Communication skills Attention to detail,"Manage and secure computer networks, including firewalls and intrusion detection systems. Monitor network traffic for security threats. Implement security policies and procedures.",Anglo American plc,Mining and Metals,Mining,London,,,www.angloamerican.com,AAL.L,Mark Cutifani
153688,1844257226183016,1 to 14 Years,B.Com,$55K-$95K,Athens,Greece,39.0742,21.8243,Part-Time,62301,2022-04-10,Female,Anna Lawrence,3769462047,Account Executive,Key Account Executive,Snagajob,A Key Account Executive manages strategic accounts for a company. They build strong client relationships and work to expand business opportunities within these key accounts.,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Key account management Sales strategy development Negotiation and closing skills Relationship building Industry and market knowledge,"Focus on strategic accounts, serving as the primary point of contact for key clients. Develop account plans and growth strategies. Ensure high levels of client satisfaction and retention.",Coal India Limited,Mining,Mining,Kolkata,West Bengal,700001,https://www.coalindia.in/,COALINDIA,Pramod Agrawal
1139610,1865571557399127,0 to 15 Years,BCA,$59K-$115K,San Salvador,El Salvador,13.7942,-88.8965,Part-Time,109102,2023-09-03,Both,Micheal Bridges,(609)657-3260,Software Tester,Automation Tester,Snagajob,An Automation Tester uses automated testing tools to verify the functionality and performance of software applications. They create and execute automated test scripts.,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}","Test automation tools (e.g., Selenium, Appium) Scripting languages (e.g., Python, Java) Test framework development Continuous integration tools Test data management",Implement and maintain test automation frameworks. Write automated test scripts for regression testing. Analyze test results and provide feedback for continuous improvement.,Advance Auto Parts,Automotive Parts,Specialty Retailers: Other,Raleigh,North Carolina,27609,www.advanceautoparts.com,AAP,Thomas R. Greco
1141409,2289214927060635,1 to 12 Years,BA,$58K-$90K,Marigot,St. Martin (French part),18.0708,-63.0501,Part-Time,123499,2022-12-11,Female,Barbara Nicholson,936-275-9694x6837,Systems Administrator,Database Administrator,Internships.com,"Database Administrators manage databases, ensuring data integrity, security, and efficient performance. They design, implement, and maintain databases while troubleshooting issues.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}","Database management systems (e.g., MySQL, Oracle, SQL Server) Data security Database tuning and optimization Backup and recovery","Administer and optimize databases, ensuring data availability and performance. Backup and restore databases. Implement database security and access controls.",Duke Energy,Energy,Utilities: Gas and Electric,Charlotte,North Carolina,28202,www.duke-energy.com,DUK,Lynn J. Good
412698,1016481598500977,5 to 10 Years,BBA,$61K-$90K,Abu Dhabi,UAE,23.4241,53.8478,Contract,44316,2022-03-30,Female,George Carpenter,346-437-7806x78115,Accountant,Forensic Accountant,USAJOBS,"Forensic Accountants investigate financial discrepancies and fraud. They analyze financial documents, track financial transactions, and provide expert testimony in legal proceedings. They play a critical role in detecting and preventing financial fraud.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Forensic accounting Fraud detection Legal knowledge Investigative skills,"Investigate financial discrepancies, analyze financial data for fraud, and provide expert testimony in legal cases. Perform forensic audits and fraud detection. Collaborate with law enforcement and legal teams.",The Kraft Heinz Company,Food and Beverage,Food Manufacturing,Chicago,IL,60601,https://www.kraftheinzcompany.com/,KHC,Miguel Patricio
517663,286053239166583,2 to 14 Years,MBA,$58K-$130K,Paris,France,46.603354,1.888334,Part-Time,80787,2023-08-29,Both,Seth Craig,964-803-0159x5678,Copywriter,SEO Copywriter,Stack Overflow Jobs,SEO Copywriters specialize in creating content optimized for search engines. They incorporate keywords and SEO best practices to improve online visibility and search engine rankings for web pages and articles.,"{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","SEO (Search Engine Optimization) Keyword research SEO-friendly content On-page optimization Meta tags SEO tools (e.g., SEMrush)","Write web content optimized for search engines (SEO), including blog posts, product descriptions, and meta tags. Conduct keyword research and on-page SEO optimization. Monitor SEO rankings and traffic.",DaVita,Healthcare Services,Health Care: Medical Facilities,Denver,Colorado,80202,www.davita.com,DVA,Javier J. Rodriguez
797813,2744120555092473,2 to 15 Years,MBA,$55K-$102K,City of Baghdad,Iraq,33.2232,43.6793,Temporary,63887,2022-03-23,Male,Richard Ramsey,(547)853-9677x5441,Software Tester,Performance Tester,Internships.com,A Performance Tester assesses the performance and scalability of software applications. They conduct load and stress testing to identify bottlenecks and optimize performance.,"{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}","Performance testing methodologies Load testing tools (e.g., JMeter) Test script development Performance profiling and analysis Bottleneck identification",Evaluate software performance and scalability through load and stress testing. Identify performance bottlenecks and optimize system performance. Generate performance reports and recommendations.,CVS Health,Healthcare,Health Care: Pharmacy and Other Services,Woonsocket,Rhose Island,2895,www.cvshealth.com,CVS,Karen S. Lynch
929432,2733086403190387,0 to 8 Years,MBA,$59K-$90K,Bissau,Guinea-Bissau,11.8037,-15.1804,Intern,63337,2022-02-11,Both,Olivia Brock,+1-293-437-3679x1760,Architect,Architectural Designer,Internships.com,"Architectural Designers create architectural plans and designs for buildings and structures, considering aesthetics, functionality, and safety standards.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}","Architectural design software (e.g., AutoCAD, Revit) Building codes and regulations 3D modeling Visualization Sustainable design",Design architectural plans and layouts for buildings and structures. Create detailed drawings and blueprints. Ensure designs comply with building codes and regulations.,Vertex Pharmaceuticals,Healthcare,Pharmaceuticals,Boston,Massachusetts,2210,www.vrtx.com,VRTX,Reshma Kewalramani
831657,2576753581689048,3 to 9 Years,BCA,$55K-$103K,Accra,Ghana,7.9465,-1.0232,Temporary,98370,2023-07-28,Both,Krista Miller,001-445-752-6883x28801,Digital Marketing Specialist,Social Media Manager,LinkedIn,"Social Media Managers oversee an organizations social media presence. They create and schedule content, engage with followers, and analyze social media metrics to drive brand awareness and engagement.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}","Social media platforms (e.g., Facebook, Twitter, Instagram) Content creation and scheduling Social media analytics and insights Community engagement Paid social advertising","Manage and grow social media accounts, create engaging content, and interact with the online community. Develop social media content calendars and strategies. Monitor social media trends and engagement metrics.",Kotak Mahindra Bank,Banking,Banking and Financial Services,Mumbai,Maharashtra,400021,www.kotak.com,KMB,Uday Kotak
187313,2135147825348472,1 to 10 Years,M.Com,$61K-$112K,Kuwait City,Kuwait,29.3117,47.4818,Temporary,121953,2022-10-20,Both,Connor Cochran,631-253-6759,Veterinarian,Equine Veterinarian,FlexJobs,"An Equine Veterinarian specializes in the health and well-being of horses. They diagnose and treat equine illnesses, perform surgeries, and provide preventive care for horses.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Equine veterinary medicine Horse anatomy and physiology Lameness evaluation Equine surgery Dentistry for horses Emergency equine care Equine reproductive health Compassion and empathy Client communication Problem-solving Attention to detail,"Specialize in the care and treatment of horses and other equine species. Perform health assessments, dental care, and surgical procedures for horses. Advise horse owners on nutrition and wellness.",Qube Holdings,Transportation/Logistics,Transportation/Logistics,Sydney,NSW,2000,https://www.qube.com.au/,QUB,Maurice James
1550257,2654946482615676,0 to 15 Years,BBA,$57K-$125K,Praia,Cabo Verde,16.5388,-23.0418,Part-Time,29366,2023-03-28,Male,Leslie Smith,+1-957-522-4681x9966,Aerospace Engineer,Aircraft Design Engineer,ZipRecruiter,"Aircraft Design Engineers design and develop aircraft systems and structures. They work on aircraft components, propulsion systems, and aerodynamics to ensure safety and efficiency.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}","Aerospace engineering CAD software (e.g., AutoCAD) Aerodynamics Structural analysis Aircraft systems Safety regulations",Design and develop aircraft and aerospace systems. Conduct aerodynamic analysis and structural design. Ensure compliance with aviation regulations.,General Mills,Food,Food Consumer Products,Minneapolis,Minnesota,55426,www.generalmills.com,GIS,Jeffrey L. Harmening
964013,1261676463429152,1 to 8 Years,B.Com,$59K-$121K,Tehran,"Iran, Islamic Rep.",32.4279,53.688,Contract,100896,2022-07-28,Female,Steven Martinez,+1-395-713-3505x50806,Pediatrician,Pediatric Specialist,USAJOBS,"Pediatric Specialists are doctors with expertise in specific pediatric subspecialties like cardiology, oncology, or gastroenterology. They provide specialized care and treatment for children with complex or rare medical conditions.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Pediatric specialization Advanced pediatric care Pediatric subspecialty (e.g., pediatric cardiology, pediatric oncology) Pediatric diagnostics Pediatric treatment","Specialize in a specific area of pediatric medicine, such as cardiology or neurology. Diagnose and treat complex medical conditions in children. Collaborate with other specialists for comprehensive care.",Alphabet,Technology,Internet Services and Retailing,Mountain View,California,94043,www.abc.xyz,GOOGL,Sundar Pichai
1084740,13269213791199,5 to 15 Years,M.Tech,$55K-$100K,Moroni,Comoros,-11.6455,43.3333,Intern,17111,2022-01-12,Both,Henry Norton,001-261-974-2362,Environmental Engineer,Environmental Consultant,FlexJobs,"An Environmental Consultant assesses environmental impacts, provides regulatory compliance guidance, and develops strategies for sustainable practices and environmental protection.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Environmental assessments Regulatory compliance Environmental impact analysis,"Provide expertise on environmental regulations, assessments, and compliance. Conduct environmental impact assessments. Develop and implement environmental management plans.",Eversource Energy,Utilities,Utilities: Gas and Electric,Springfield,Massachusetts,1104,www.eversource.com,ES,Joseph R. Nolan
548439,2897652574406952,5 to 14 Years,BCA,$55K-$87K,Dublin,Ireland,53.1424,-7.6921,Part-Time,104600,2022-12-29,Female,Patricia Romero,001-443-416-5072x50165,Executive Assistant,Office Manager,The Muse,"Office Managers oversee daily office operations, including supervising staff, managing facilities, and ensuring efficient workflow. They may also handle budgeting, resource allocation, and office policies.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Office administration and management Budgeting and expense tracking Team coordination and supervision Facility management Vendor and supplier relations,"Oversee office operations, including facilities management and vendor relations. Manage office budgets and expenses. Coordinate office events and logistics.",Ford Motor,Automotive,Motor Vehicles & Parts,Dearborn,Michigan,48126,www.ford.com,F,Jim Farley
1182632,1504559973836444,3 to 14 Years,BBA,$65K-$116K,Saint John's,Antigua and Barbuda,17.0608,-61.7964,Temporary,95932,2023-02-19,Female,Heather Ramirez,342-673-1400,Dental Hygienist,Periodontal Therapist,The Muse,A Periodontal Therapist specializes in treating gum diseases and conditions. They perform procedures such as scaling and root planing to improve oral health and prevent tooth loss.,"{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Periodontal therapy procedures Patient care and communication Dental instrumentation Periodontal disease management Oral health education,Specialize in the treatment of gum diseases and periodontal conditions. Perform deep cleanings and scaling procedures. Monitor and assess periodontal health.,Drax Group,Energy,Energy - Utilities,Selby,England,YO8 8PH,https://www.drax.com/,DRX,Will Gardiner
567847,715002056638950,3 to 14 Years,B.Tech,$57K-$85K,Havana,Cuba,21.5218,-77.7812,Intern,119389,2021-11-11,Female,John Roberson,+1-376-984-0422,Research Scientist,Senior Researcher,Monster,"Senior Researchers lead research initiatives within organizations. They design research projects, collect and analyze data, and provide insights to inform strategic decision-making and innovation efforts.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Research methodologies and data analysis Literature review and synthesis Statistical analysis software (e.g., SPSS, R) Research proposal development Strong communication and reporting skills","Plan and conduct scientific research projects, including experimental design and data analysis. Collaborate with cross-functional teams and provide technical expertise. Publish research findings in peer-reviewed journals.",Activision Blizzard,Communication Services,Entertainment,Santa Monica,California,90404,www.activisionblizzard.com,ATVI,Bobby Kotick
734218,563247221935250,4 to 9 Years,M.Com,$60K-$99K,Sarajevo,Bosnia and Herzegovina,43.9159,17.6791,Temporary,89205,2022-10-01,Male,Christina Lloyd,703-458-6876,Litigation Attorney,Trial Attorney,Monster,"Trial Attorneys represent clients in legal proceedings. They prepare cases, conduct trials, and provide legal counsel to clients involved in civil or criminal litigation.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Litigation Legal research Courtroom representation Case preparation Client counseling Legal writing,"Represent clients in civil or criminal trials, presenting cases in court. Prepare legal arguments and cross-examine witnesses. Negotiate settlements when possible.",Fiserv,Financial Technology,Financial Data Services,Brookfield,Wisconsin,53045,www.fiserv.com,FISV,Frank J. Bisignano
612970,1208483548348510,2 to 15 Years,MBA,$58K-$119K,Gaza,West Bank and Gaza,31.9522,35.2332,Part-Time,88449,2023-01-04,Male,Michael Ramirez,658-607-2661x77593,Account Executive,Advertising Account Executive,Internships.com,"An Advertising Account Executive works in advertising agencies, managing client accounts and overseeing the creation and execution of advertising campaigns.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Advertising and marketing knowledge Client relationship management Advertising campaign development Budget management Media planning and buying,"Manage advertising campaigns for clients, from planning to execution. Develop advertising strategies and creative concepts. Monitor campaign performance and provide insights.",Chesapeake Energy,Energy,"Mining, Crude-Oil Production",Oklahoma City,Oklahoma,73118,www.chk.com,CHK,Nick Dell'Osso
616091,193954046050364,0 to 13 Years,BBA,$59K-$111K,Beirut,Lebanon,33.8547,35.8623,Part-Time,60269,2023-02-10,Female,James Miller,+1-577-597-2177,Business Analyst,IT Business Analyst,USAJOBS,"IT Business Analysts bridge the gap between business needs and technology solutions. They analyze business processes, gather requirements, and create solutions that align with organizational goals.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Business process analysis Requirement gathering Data analysis Communication skills,"Analyze business processes, gather requirements, and recommend solutions to enhance efficiency and productivity. Create business process models and documentation. Collaborate with IT teams to implement solutions.",Siemens AG,Technology and Engineering,Conglomerate,Munich,,,www.siemens.com,SIE,Roland Busch
1189805,27292500099888,1 to 12 Years,B.Com,$65K-$125K,Tripoli,Libya,26.3351,17.2283,Intern,72404,2022-09-06,Female,Lori Ruiz,(372)555-7111,Teacher,Special Education Teacher,Jobs2Careers,"A Special Education Teacher works with students who have disabilities, tailoring instruction to meet their unique needs and ensuring they have access to a quality education.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Special education strategies Individualized education plans (IEPs) Behavior management techniques Collaboration with support staff Special education laws and regulations knowledge,"Provide tailored instruction and support to students with special needs. Develop and implement Individualized Education Plans (IEPs). Collaborate with parents, therapists, and support staff.",Bank of China,Banking,Banking & Financial Services,Beijing,Beijing,100033,https://www.boc.cn/en/,601988.SS,Chen Yuan
1545684,1102073109992786,3 to 14 Years,PhD,$57K-$120K,AsunciÃ³n,Paraguay,-23.442503,-58.443832,Temporary,50688,2022-01-23,Both,Charles Jones,001-965-733-8468x7406,UX Researcher,UX Strategist,Glassdoor,"Develop user experience (UX) strategies, create user journeys, and ensure user-centric design in product development.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",User experience strategy User journey mapping Design thinking,Develop UX strategies and roadmaps based on user research and business goals. Collaborate with design and development teams to implement UX enhancements. Conduct usability assessments of existing products.,Andersons,Agriculture,Food Production,Maumee,Ohio,43537,www.andersonsinc.com,ANDE,Patrick E. Bowe
1229276,2599000956513903,4 to 13 Years,M.Com,$63K-$130K,Hagatna,Guam,13.4443,144.7937,Part-Time,36810,2023-06-03,Female,Elizabeth Sherman,(800)609-4706,Accountant,Tax Accountant,The Muse,"Tax Accountants specialize in tax-related matters. They prepare tax returns, assist with tax planning, and ensure compliance with tax laws and regulations. They stay updated on tax codes and advise organizations on tax strategies.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Tax preparation Tax planning Tax regulations Accounting Tax software proficiency,"Prepare and file tax returns, provide tax planning advice, and address tax-related issues. Stay up-to-date on tax laws and regulations. Assist clients with tax compliance and planning.",Alcoa,Metals,Metals,Pittsburgh,Pennsylvania,15212,www.alcoa.com,AA,Roy C. Harvey
